,filename,alloc_size,array_index,bitvector,boolean,branch_cond,char_def,char_use,const_assign,counter,file_def,file_use,input,linear,loop_bound,loop_iterator,mode,offset,synt_const,unresolved_assign,used_in_arithm,A1,B2,C3,D4,E5,F6,G7,H8,I9,J10,K11,L12,M13,labels
3517,/proj/SMACK/sv-benchmarks/c/ldv-linux-4.2-rc1/linux-4.2-rc1.tar.xz-08_1a-drivers--gpu--drm--gma500--gma500_gfx.ko-entry_point_true-unreach-call.cil.out.c,0.01,0.9,4.58,24.39,9.98,0.0,0.0,36.35,36.7,0.0,0.0,12.16,39.17,0.0,0.0,19.33,1.06,23.23,12.54,7.82,30.3665,37.1728,43.4555,4.71204,56.5445,0.251309,0.14288900000000002,5.0,62.0,5843.0,1527.0,142.0,4174.0,10.0
3518,/proj/SMACK/sv-benchmarks/c/ldv-linux-4.2-rc1/linux-4.2-rc1.tar.xz-32_7a-drivers--media--usb--dvb-usb-v2--dvb-usb-lmedm04.ko-entry_point_true-unreach-call.cil.out.c,0.11,0.45,4.81,14.08,8.36,0.0,0.0,27.14,25.54,0.0,0.0,9.16,29.43,0.0,0.0,9.5,0.34,12.48,9.16,7.78,25.0,25.0,37.5,12.5,62.5,0.23866300000000001,0.16129000000000002,13.0,11.0,1251.0,276.0,17.0,958.0,10.0
3519,/proj/SMACK/sv-benchmarks/c/ldv-linux-4.2-rc1/linux-4.2-rc1.tar.xz-08_1a-drivers--net--wireless--iwlwifi--iwlwifi.ko-entry_point_true-unreach-call.cil.out.c,0.01,0.66,3.78,24.93,11.29,0.0,0.0,33.09,33.89,0.0,0.0,13.1,37.55,0.0,0.0,18.67,2.16,21.75,13.42,8.46,36.8098,39.2638,42.3313,15.9509,57.6687,1.1988,0.978916,5.0,50.0,5878.0,2168.0,102.0,3608.0,10.0
3520,/proj/SMACK/sv-benchmarks/c/ldv-linux-4.2-rc1/linux-4.2-rc1.tar.xz-43_2a-drivers--media--usb--cx231xx--cx231xx.ko-entry_point_true-unreach-call.cil.out.c,0.02,1.0,4.77,18.27,6.63,0.0,0.0,31.77,29.59,0.0,0.0,7.95,34.51,0.0,0.02,16.19,1.25,18.04,8.03,10.82,30.8411,32.7103,37.3832,5.607480000000001,62.6168,0.557103,0.240616,5.0,41.0,5062.0,992.0,106.0,3964.0,10.0
3521,/proj/SMACK/sv-benchmarks/c/ldv-linux-4.2-rc1/linux-4.2-rc1.tar.xz-08_1a-drivers--video--fbdev--core--fb.ko-entry_point_true-unreach-call.cil.out.c,0.03,0.75,3.08,17.09,12.46,0.0,0.0,27.74,29.06,0.0,0.0,11.7,32.64,0.0,0.0,14.83,3.5,18.41,12.04,16.26,46.1538,53.8462,63.7363,6.59341,36.2637,0.0,0.0,5.0,20.0,2437.0,792.0,47.0,1598.0,10.0
3522,/proj/SMACK/sv-benchmarks/c/ldv-linux-4.2-rc1/linux-4.2-rc1.tar.xz-08_1a-drivers--net--wireless--rtlwifi--rtl8821ae--rtl8821ae.ko-entry_point_true-unreach-call.cil.out.c,0.01,2.3,13.89,10.25,15.93,0.0,0.0,19.34,23.58,0.0,0.0,1.55,25.27,0.0,0.25,5.36,0.85,7.79,2.73,10.27,34.8936,47.6596,68.9362,1.70213,31.0638,0.0504159,0.022256799999999997,5.0,49.0,8334.0,3704.0,127.0,4503.0,10.0
3523,/proj/SMACK/sv-benchmarks/c/ldv-linux-4.2-rc1/linux-4.2-rc1.tar.xz-08_1a-drivers--usb--host--xhci-hcd.ko-entry_point_true-unreach-call.cil.out.c,0.01,2.94,6.17,13.78,17.06,0.0,0.0,22.57,22.58,0.0,0.0,4.83,26.97,0.0,0.0,7.49,3.39,10.35,5.11,11.28,35.2941,39.4118,48.2353,5.2941199999999995,51.7647,4.0500300000000005,1.9314799999999999,5.0,30.0,4382.0,1378.0,132.0,2872.0,10.0
3524,/proj/SMACK/sv-benchmarks/c/ldv-linux-4.2-rc1/linux-4.2-rc1.tar.xz-43_2a-drivers--net--ethernet--dec--tulip--de4x5.ko-entry_point_true-unreach-call.cil.out.c,0.04,1.41,11.67,15.56,9.09,0.0,0.0,29.28,33.85,0.0,0.0,4.32,35.74,0.0,0.0,9.48,2.14,13.32,4.37,15.32,36.5854,43.9024,51.2195,3.6585400000000003,48.7805,1.72101,1.51436,5.0,14.0,1866.0,467.0,39.0,1360.0,10.0
3525,/proj/SMACK/sv-benchmarks/c/ldv-linux-4.2-rc1/linux-4.2-rc1.tar.xz-08_1a-drivers--gpu--drm--amd--amdgpu--amdgpu.ko-entry_point_true-unreach-call.cil.out.c,0.020649099011819414,1.2420945553187366,1.9212439449719045,21.021234256926956,10.737649680294517,0.0,0.0,45.93584189110638,42.42604534005037,3.875217981011432e-05,0.0,16.00567138151521,53.234659949622156,0.6446366983142802,2.3991261383452827,16.3052451075373,0.6735710133695021,19.495638442162374,16.769011819414843,13.161782600271266,25.9526,29.4542,35.8393,4.53141,64.1607,0.14474,0.0720063,5.0,181.0,22208.0,8150.0,581.0,13477.0,10.0
3526,/proj/SMACK/sv-benchmarks/c/ldv-linux-4.2-rc1/linux-4.2-rc1.tar.xz-43_2a-drivers--scsi--ipr.ko-entry_point_true-unreach-call.cil.out.c,0.02,1.37,8.38,20.25,15.38,0.0,0.0,30.92,32.0,0.0,0.0,7.49,35.08,0.0,0.0,12.28,1.85,16.28,14.9,14.52,18.1818,21.2121,27.2727,6.06061,72.7273,2.15517,1.58881,5.0,30.0,4893.0,1107.0,84.0,3702.0,10.0
3527,/proj/SMACK/sv-benchmarks/c/ldv-linux-4.2-rc1/linux-4.2-rc1.tar.xz-43_2a-drivers--net--wireless--mediatek--mt7601u--mt7601u.ko-entry_point_true-unreach-call.cil.out.c,0.01,0.45,3.74,27.03,10.3,0.0,0.0,34.04,34.36,0.0,0.0,11.58,38.58,0.0,0.0,21.29,0.91,22.4,12.08,8.21,41.1765,43.5294,47.0588,5.88235,52.9412,0.376932,0.21921100000000002,5.0,43.0,3685.0,864.0,147.0,2674.0,10.0
3528,/proj/SMACK/sv-benchmarks/c/ldv-linux-4.2-rc1/linux-4.2-rc1.tar.xz-08_1a-drivers--net--wireless--rtlwifi--btcoexist--btcoexist.ko-entry_point_true-unreach-call.cil.out.c,0.07,0.57,3.37,21.82,21.89,0.0,0.0,35.6,37.54,0.0,0.0,0.71,39.12,0.0,0.21,10.91,0.07,11.48,1.79,3.51,63.6364,63.6364,63.6364,18.1818,36.3636,0.0,0.0,5.0,38.0,1454.0,127.0,52.0,1275.0,10.0
3529,/proj/SMACK/sv-benchmarks/c/ldv-linux-4.2-rc1/linux-4.2-rc1.tar.xz-43_2a-drivers--video--fbdev--aty--radeonfb.ko-entry_point_true-unreach-call.cil.out.c,0.05,0.68,15.44,14.33,12.11,0.0,0.0,34.97,41.95,0.0,0.0,4.28,44.23,0.0,0.0,11.32,1.05,24.76,4.55,17.3,38.0282,39.4366,45.0704,4.22535,54.9296,0.0,0.0,5.0,12.0,2048.0,485.0,43.0,1520.0,10.0
3530,/proj/SMACK/sv-benchmarks/c/ldv-linux-4.2-rc1/linux-4.2-rc1.tar.xz-43_2a-drivers--staging--wlan-ng--prism2_usb.ko-entry_point_true-unreach-call.cil.out.c,0.02,2.62,3.26,17.77,14.41,0.0,0.0,27.89,28.11,0.0,0.0,10.03,31.87,0.0,0.0,14.73,2.57,16.29,10.26,8.28,34.7826,43.4783,55.0725,4.34783,44.9275,1.4517,0.9600420000000001,5.0,17.0,3042.0,696.0,68.0,2278.0,10.0
3531,/proj/SMACK/sv-benchmarks/c/ldv-linux-4.2-rc1/linux-4.2-rc1.tar.xz-08_1a-drivers--iio--trigger--iio-trig-interrupt.ko-entry_point_false-unreach-call.cil.out.c,0.46,0.0,0.93,27.1,10.28,0.0,0.0,37.38,36.91,0.0,0.0,13.08,39.25,0.0,0.0,19.15,0.0,23.83,13.08,1.4,0.0,0.0,0.0,66.6667,100.0,4.7058800000000005,4.71698,5.0,5.0,309.0,20.0,1.0,288.0,10.0
3532,/proj/SMACK/sv-benchmarks/c/ldv-linux-4.2-rc1/linux-4.2-rc1.tar.xz-32_7a-drivers--media--usb--tm6000--tm6000.ko-entry_point_true-unreach-call.cil.out.c,0.03,0.92,2.54,19.93,6.93,0.0,0.0,33.07,30.03,0.0,0.0,12.22,34.54,0.0,0.0,14.68,1.07,16.96,12.25,8.21,22.6415,28.3019,32.0755,5.66038,67.9245,0.203252,0.101249,21.0,23.0,2334.0,541.0,48.0,1745.0,10.0
3533,/proj/SMACK/sv-benchmarks/c/ldv-linux-4.2-rc1/linux-4.2-rc1.tar.xz-43_2a-drivers--net--wireless--ath--ath9k--ath9k_htc.ko-entry_point_true-unreach-call.cil.out.c,0.02,0.8,3.25,22.83,6.4,0.0,0.0,32.22,32.73,0.0,0.0,9.05,35.88,0.0,0.0,21.08,1.0,23.87,10.46,6.06,37.2093,37.2093,39.5349,4.65116,60.4651,0.999201,0.5440699999999999,5.0,33.0,2643.0,353.0,70.0,2220.0,10.0
3534,/proj/SMACK/sv-benchmarks/c/ldv-linux-4.2-rc1/linux-4.2-rc1.tar.xz-32_7a-drivers--scsi--be2iscsi--be2iscsi.ko-entry_point_true-unreach-call.cil.out.c,0.02,2.85,8.45,14.61,10.76,0.0,0.0,31.3,29.57,0.0,0.0,6.8,36.66,0.0,0.02,10.63,2.16,12.75,9.29,15.62,32.4074,34.2593,38.8889,5.55556,61.1111,0.660964,0.402077,9.0,28.0,4214.0,1284.0,89.0,2841.0,10.0
3535,/proj/SMACK/sv-benchmarks/c/ldv-linux-4.2-rc1/linux-4.2-rc1.tar.xz-08_1a-drivers--vfio--vfio.ko-entry_point_false-unreach-call.cil.out.c,0.1,0.1,1.7,15.72,11.79,0.0,0.0,21.25,19.87,0.0,0.0,7.75,23.06,0.0,0.0,9.56,0.0,11.15,7.75,6.05,4.16667,4.16667,4.16667,12.5,95.8333,0.9433959999999999,0.589623,5.0,8.0,765.0,104.0,10.0,651.0,10.0
3536,/proj/SMACK/sv-benchmarks/c/ldv-linux-4.2-rc1/linux-4.2-rc1.tar.xz-08_1a-drivers--net--ethernet--cavium--liquidio--liquidio.ko-entry_point_true-unreach-call.cil.out.c,0.02,2.31,3.16,19.93,9.91,0.0,0.0,30.94,32.65,0.0,0.0,8.99,37.75,0.0,0.0,14.32,2.49,17.46,10.33,13.34,34.4828,39.3103,44.8276,13.7931,55.1724,0.563645,0.308935,5.0,22.0,3182.0,1097.0,72.0,2013.0,10.0
3537,/proj/SMACK/sv-benchmarks/c/ldv-linux-4.2-rc1/linux-4.2-rc1.tar.xz-43_2a-drivers--net--fddi--defxx.ko-entry_point_true-unreach-call.cil.out.c,0.09,0.82,3.03,25.94,8.55,0.0,0.0,37.62,40.47,0.0,0.0,4.41,42.87,0.0,0.0,17.29,0.91,19.96,4.78,8.92,21.0526,21.0526,21.0526,21.0526,78.9474,0.8733620000000001,0.583431,5.0,11.0,1401.0,225.0,42.0,1134.0,10.0
3538,/proj/SMACK/sv-benchmarks/c/ldv-linux-4.2-rc1/linux-4.2-rc1.tar.xz-32_7a-drivers--net--ethernet--intel--ixgbe--ixgbe.ko-entry_point_true-unreach-call.cil.out.c,0.0,1.55,6.39,14.71,12.0,0.0,0.0,32.27,32.4,0.0,0.0,6.93,37.67,0.0,0.0,13.96,1.51,16.89,7.9,12.53,52.0325,55.0813,61.7886,4.06504,38.2114,0.335617,0.171951,9.0,54.0,9467.0,3612.0,279.0,5576.0,10.0
3539,/proj/SMACK/sv-benchmarks/c/ldv-linux-4.2-rc1/linux-4.2-rc1.tar.xz-43_2a-drivers--net--ethernet--natsemi--natsemi.ko-entry_point_true-unreach-call.cil.out.c,0.06,0.85,8.55,18.63,5.59,0.0,0.0,25.93,28.17,0.0,0.0,6.18,32.25,0.0,0.0,12.24,1.38,17.11,6.97,8.49,65.1163,65.1163,67.4419,16.2791,32.5581,0.526316,0.416667,5.0,14.0,1445.0,395.0,43.0,1007.0,10.0
3540,/proj/SMACK/sv-benchmarks/c/ldv-linux-4.2-rc1/linux-4.2-rc1.tar.xz-43_2a-drivers--net--ethernet--intel--igb--igb.ko-entry_point_true-unreach-call.cil.out.c,0.01,0.9,6.76,17.57,14.77,0.0,0.0,26.12,26.44,0.0,0.0,5.76,30.36,0.0,0.01,12.91,1.07,15.3,5.9,9.21,54.1516,56.3177,60.2888,4.6931400000000005,39.7112,0.49833900000000003,0.279174,5.0,40.0,6987.0,2442.0,192.0,4353.0,10.0
3541,/proj/SMACK/sv-benchmarks/c/ldv-linux-4.2-rc1/linux-4.2-rc1.tar.xz-43_2a-drivers--net--wireless--rtl818x--rtl8180--rtl818x_pci.ko-entry_point_true-unreach-call.cil.out.c,0.04,1.08,5.47,24.93,7.47,0.0,0.0,35.54,43.73,0.0,0.0,10.27,46.65,0.0,0.0,24.01,0.41,27.73,10.77,12.53,50.0,50.0,52.5,7.5,47.5,0.363825,0.21164000000000002,5.0,13.0,2042.0,318.0,47.0,1677.0,10.0
3542,/proj/SMACK/sv-benchmarks/c/ldv-linux-4.2-rc1/linux-4.2-rc1.tar.xz-43_2a-drivers--net--ethernet--mellanox--mlx4--mlx4_en.ko-entry_point_true-unreach-call.cil.out.c,0.01,1.43,5.05,22.88,9.78,0.0,0.0,31.7,32.82,0.0,0.0,8.06,36.98,0.0,0.11,18.87,2.05,20.84,10.63,11.36,32.0225,32.5843,35.3933,6.17978,64.6067,0.342231,0.180018,5.0,35.0,6105.0,1587.0,97.0,4421.0,10.0
3543,/proj/SMACK/sv-benchmarks/c/ldv-linux-4.2-rc1/linux-4.2-rc1.tar.xz-32_7a-drivers--media--usb--hdpvr--hdpvr.ko-entry_point_false-unreach-call.cil.out.c,0.06,0.48,2.0,18.16,7.95,0.0,0.0,28.85,27.64,0.0,0.0,12.69,31.83,0.0,0.0,12.51,0.42,15.06,12.87,7.77,15.0,30.0,50.0,5.0,50.0,0.11123499999999999,0.06939630000000001,17.0,25.0,1379.0,338.0,26.0,1015.0,10.0
3544,/proj/SMACK/sv-benchmarks/c/ldv-linux-4.2-rc1/linux-4.2-rc1.tar.xz-43_2a-drivers--net--wireless--airo.ko-entry_point_true-unreach-call.cil.out.c,0.03,2.05,4.24,13.22,15.68,0.0,0.0,27.21,26.74,0.0,0.0,6.27,32.74,0.0,0.03,8.97,1.78,11.66,7.92,14.9,51.25,58.75,65.0,1.25,35.0,0.409117,0.21966,5.0,24.0,2829.0,1075.0,59.0,1695.0,10.0
3545,/proj/SMACK/sv-benchmarks/c/ldv-linux-4.2-rc1/linux-4.2-rc1.tar.xz-32_7a-drivers--staging--lustre--lnet--lnet--lnet.ko-entry_point_true-unreach-call.cil.out.c,0.01,0.23,1.94,16.07,22.17,0.0,0.0,15.03,15.14,0.0,0.0,5.99,18.51,0.0,0.0,4.33,2.45,6.25,6.17,11.48,9.49721,15.6425,40.2235,0.558659,59.7765,0.130747,0.07155639999999999,15.0,15.0,6112.0,1809.0,127.0,4176.0,10.0
3546,/proj/SMACK/sv-benchmarks/c/ldv-linux-4.2-rc1/linux-4.2-rc1.tar.xz-08_1a-drivers--block--loop.ko-entry_point_false-unreach-call.cil.out.c,0.08,0.25,1.85,16.1,11.46,0.0,0.0,28.66,25.8,0.0,0.0,10.53,32.37,0.0,0.0,11.88,0.5,14.24,10.53,8.93,10.5263,10.5263,26.3158,10.5263,73.6842,1.5901100000000001,1.01215,5.0,13.0,1255.0,267.0,68.0,920.0,10.0
3547,/proj/SMACK/sv-benchmarks/c/ldv-linux-4.2-rc1/linux-4.2-rc1.tar.xz-32_7a-drivers--memstick--core--ms_block.ko-entry_point_true-unreach-call.cil.out.c,0.08,0.67,1.68,19.34,16.14,0.0,0.0,35.91,29.26,0.0,0.0,11.77,39.02,0.0,0.0,13.2,2.35,16.65,12.19,13.37,13.3333,13.3333,15.5556,40.0,84.4444,1.35685,0.860585,13.0,15.0,1067.0,298.0,19.0,750.0,10.0
3548,/proj/SMACK/sv-benchmarks/c/ldv-linux-4.2-rc1/linux-4.2-rc1.tar.xz-43_2a-drivers--usb--gadget--udc--gr_udc.ko-entry_point_true-unreach-call.cil.out.c,0.1,0.62,4.57,16.0,17.04,0.0,0.0,33.78,29.31,0.0,0.0,11.95,35.34,0.0,0.0,10.39,0.83,15.8,11.95,9.45,4.7619,4.7619,14.2857,9.523810000000001,85.7143,1.7408099999999997,1.4477799999999998,5.0,14.0,1167.0,142.0,17.0,1008.0,10.0
3549,/proj/SMACK/sv-benchmarks/c/ldv-linux-4.2-rc1/linux-4.2-rc1.tar.xz-43_2a-drivers--net--ethernet--marvell--skge.ko-entry_point_true-unreach-call.cil.out.c,0.04,3.16,7.37,18.69,9.09,0.0,0.0,29.47,29.6,0.0,0.0,6.24,34.99,0.0,0.09,11.31,0.81,15.25,6.65,10.63,30.5085,30.5085,33.8983,22.0339,66.1017,0.78125,0.404585,5.0,25.0,1662.0,360.0,46.0,1256.0,10.0
3550,/proj/SMACK/sv-benchmarks/c/ldv-linux-4.2-rc1/linux-4.2-rc1.tar.xz-08_1a-drivers--net--wireless--rtlwifi--rtl8192se--rtl8192se.ko-entry_point_true-unreach-call.cil.out.c,0.03,0.79,11.42,12.97,14.33,0.0,0.0,25.31,29.49,0.0,0.0,2.67,30.85,0.0,0.0,8.71,1.32,11.92,3.84,9.95,46.9136,56.7901,66.6667,7.4074100000000005,33.3333,0.0563063,0.026903399999999997,5.0,45.0,2552.0,629.0,74.0,1849.0,10.0
3551,/proj/SMACK/sv-benchmarks/c/ldv-linux-4.2-rc1/linux-4.2-rc1.tar.xz-43_2a-drivers--net--ethernet--atheros--atlx--atl1.ko-entry_point_true-unreach-call.cil.out.c,0.05,0.26,6.04,16.92,10.19,0.0,0.0,29.32,30.63,0.0,0.0,7.61,36.57,0.0,0.0,10.61,1.62,14.71,8.14,12.5,40.0,42.8571,51.4286,17.1429,48.5714,0.652174,0.47748999999999997,5.0,21.0,2872.0,1599.0,36.0,1237.0,10.0
3552,/proj/SMACK/sv-benchmarks/c/ldv-linux-4.2-rc1/linux-4.2-rc1.tar.xz-43_2a-drivers--net--vmxnet3--vmxnet3.ko-entry_point_true-unreach-call.cil.out.c,0.04,1.6,2.88,21.02,11.37,0.0,0.0,30.59,33.96,0.0,0.0,7.88,37.76,0.0,0.0,14.33,3.52,18.9,7.88,12.81,5.10949,11.6788,14.5985,34.3066,85.4015,1.68067,0.994764,5.0,21.0,2110.0,765.0,37.0,1308.0,10.0
3553,/proj/SMACK/sv-benchmarks/c/ldv-linux-4.2-rc1/linux-4.2-rc1.tar.xz-43_2a-drivers--net--wireless--ipw2x00--ipw2100.ko-entry_point_true-unreach-call.cil.out.c,0.03,1.02,10.05,15.42,11.81,0.0,0.0,31.51,28.48,0.0,0.0,11.52,35.63,0.0,0.03,10.18,3.03,14.65,11.68,9.29,58.2278,68.3544,79.7468,6.32911,20.2532,0.225327,0.154719,5.0,28.0,3409.0,873.0,84.0,2452.0,10.0
3554,/proj/SMACK/sv-benchmarks/c/ldv-linux-4.2-rc1/linux-4.2-rc1.tar.xz-43_2a-drivers--staging--unisys--visorbus--visorbus.ko-entry_point_true-unreach-call.cil.out.c,0.03,0.3,1.77,18.77,8.4,0.0,0.0,36.12,33.8,0.0,0.0,8.51,39.12,0.0,0.0,16.53,0.5,19.15,8.51,7.47,46.1538,46.1538,53.8462,7.692310000000001,46.1538,0.38059,0.194742,5.0,34.0,1752.0,234.0,28.0,1490.0,10.0
3555,/proj/SMACK/sv-benchmarks/c/ldv-linux-4.2-rc1/linux-4.2-rc1.tar.xz-08_1a-drivers--scsi--sg.ko-entry_point_false-unreach-call.cil.out.c,0.05,0.05,1.65,25.19,18.25,0.0,0.0,31.29,30.34,0.0,0.0,16.24,35.15,0.0,0.0,16.06,2.66,18.07,16.77,10.66,8.82353,11.7647,47.0588,8.82353,52.9412,1.47059,0.766962,5.0,62.0,1630.0,550.0,39.0,1041.0,10.0
3556,/proj/SMACK/sv-benchmarks/c/ldv-linux-4.2-rc1/linux-4.2-rc1.tar.xz-43_2a-drivers--ata--libata.ko-entry_point_true-unreach-call.cil.out.c,0.01,1.05,4.63,18.42,14.09,0.0,0.0,23.38,23.78,0.0,0.0,6.54,27.38,0.0,0.06,10.68,1.14,12.35,6.85,8.77,23.0159,25.0,27.7778,9.920630000000001,72.2222,1.43266,1.09582,5.0,53.0,5722.0,1568.0,165.0,3989.0,10.0
3557,/proj/SMACK/sv-benchmarks/c/ldv-linux-4.2-rc1/linux-4.2-rc1.tar.xz-43_2a-drivers--net--irda--vlsi_ir.ko-entry_point_true-unreach-call.cil.out.c,0.09,0.09,5.49,20.96,16.12,0.0,0.0,32.61,32.99,0.0,0.0,10.06,35.97,0.0,0.0,15.19,0.93,19.38,10.25,9.78,31.8182,31.8182,36.3636,22.7273,63.6364,0.707214,0.48780500000000004,5.0,8.0,1145.0,232.0,18.0,895.0,10.0
3558,/proj/SMACK/sv-benchmarks/c/ldv-linux-4.2-rc1/linux-4.2-rc1.tar.xz-08_1a-drivers--net--ethernet--chelsio--cxgb3--cxgb3.ko-entry_point_true-unreach-call.cil.out.c,0.01,1.42,5.93,14.18,13.47,0.0,0.0,27.53,27.64,0.0,0.0,7.06,34.13,0.0,0.01,11.14,1.9,14.63,9.47,15.02,32.3671,35.7488,43.4783,11.1111,56.5217,1.23101,0.598205,5.0,60.0,5720.0,1750.0,117.0,3853.0,10.0
3559,/proj/SMACK/sv-benchmarks/c/ldv-linux-4.2-rc1/linux-4.2-rc1.tar.xz-32_7a-drivers--net--ethernet--intel--i40e--i40e.ko-entry_point_true-unreach-call.cil.out.c,0.0,1.64,4.63,16.98,13.61,0.0,0.0,31.55,28.61,0.0,0.0,8.23,37.21,0.0,0.03,11.45,3.33,14.78,8.83,12.73,35.6771,38.0208,41.4062,5.20833,58.5938,0.37203800000000004,0.17741500000000002,15.0,104.0,8546.0,2935.0,190.0,5421.0,10.0
3560,/proj/SMACK/sv-benchmarks/c/ldv-linux-4.2-rc1/linux-4.2-rc1.tar.xz-32_7a-drivers--hwmon--it87.ko-entry_point_true-unreach-call.cil.out.c,0.03,1.7,2.61,17.36,7.83,0.0,0.0,27.73,27.01,0.0,0.0,9.83,29.02,0.0,0.0,15.13,0.15,18.23,10.36,4.5,92.3077,92.3077,92.3077,3.84615,7.692310000000001,0.0,0.0,11.0,141.0,2192.0,654.0,43.0,1495.0,10.0
3561,/proj/SMACK/sv-benchmarks/c/ldv-linux-4.2-rc1/linux-4.2-rc1.tar.xz-43_2a-drivers--scsi--libfc--libfc.ko-entry_point_true-unreach-call.cil.out.c,0.01,0.45,4.08,18.52,10.51,0.0,0.0,25.02,24.51,0.0,0.0,9.64,27.76,0.0,0.0,15.51,0.64,16.96,9.64,7.7,2.32558,2.32558,6.9767399999999995,23.2558,93.0233,1.6735,1.11699,5.0,14.0,3349.0,324.0,81.0,2944.0,10.0
3562,/proj/SMACK/sv-benchmarks/c/ldv-linux-4.2-rc1/linux-4.2-rc1.tar.xz-08_1a-drivers--infiniband--hw--cxgb4--iw_cxgb4.ko-entry_point_true-unreach-call.cil.out.c,0.01,7.42,9.96,17.28,18.34,0.0,0.0,24.5,24.38,0.0,0.0,14.68,28.38,0.0,0.0,10.94,8.16,13.7,14.73,18.33,11.6071,12.5,18.75,42.8571,81.25,1.3868,0.681381,5.0,21.0,3968.0,702.0,96.0,3170.0,10.0
3563,/proj/SMACK/sv-benchmarks/c/ldv-linux-4.2-rc1/linux-4.2-rc1.tar.xz-43_2a-drivers--net--ethernet--smsc--smc91c92_cs.ko-entry_point_true-unreach-call.cil.out.c,0.1,1.41,7.28,19.41,10.92,0.0,0.0,33.06,34.58,0.0,0.0,8.49,40.14,0.0,0.0,16.58,0.8,22.24,12.23,11.62,44.4444,51.8519,62.963,14.8148,37.037,0.972447,0.6211180000000001,5.0,13.0,1078.0,198.0,18.0,862.0,10.0
3564,/proj/SMACK/sv-benchmarks/c/ldv-linux-4.2-rc1/linux-4.2-rc1.tar.xz-43_2a-drivers--tty--serial--jsm--jsm.ko-entry_point_true-unreach-call.cil.out.c,0.09,1.19,8.94,14.31,12.02,0.0,0.0,26.54,29.32,0.0,0.0,4.27,30.31,0.0,0.0,15.3,1.09,18.48,4.57,11.03,24.0,36.0,48.0,4.0,52.0,0.250627,0.21945900000000002,5.0,19.0,1522.0,471.0,28.0,1023.0,10.0
3565,/proj/SMACK/sv-benchmarks/c/ldv-linux-4.2-rc1/linux-4.2-rc1.tar.xz-32_7a-drivers--net--wireless--iwlwifi--iwlwifi.ko-entry_point_true-unreach-call.cil.out.c,0.01,0.61,3.48,24.49,10.64,0.0,0.0,32.3,32.91,0.0,0.0,13.22,36.38,0.0,0.0,18.03,1.99,20.95,13.51,7.83,37.037,39.5062,42.5926,15.4321,57.4074,1.09991,0.9488059999999999,11.0,50.0,5761.0,1996.0,131.0,3634.0,10.0
3566,/proj/SMACK/sv-benchmarks/c/ldv-linux-4.2-rc1/linux-4.2-rc1.tar.xz-08_1a-drivers--media--platform--exynos4-is--s5p-fimc.ko-entry_point_true-unreach-call.cil.out.c,0.03,1.7,5.06,13.94,11.93,0.0,0.0,20.22,20.29,0.0,0.0,6.73,24.32,0.0,0.06,7.35,0.58,9.05,8.01,10.4,42.4658,42.4658,42.4658,6.84932,57.5342,0.329815,0.217944,5.0,23.0,2593.0,610.0,40.0,1943.0,10.0
3567,/proj/SMACK/sv-benchmarks/c/ldv-linux-4.2-rc1/linux-4.2-rc1.tar.xz-43_2a-drivers--atm--idt77252.ko-entry_point_true-unreach-call.cil.out.c,0.06,1.12,3.9,18.53,11.18,0.0,0.0,31.56,30.11,0.0,0.0,8.27,36.06,0.0,0.0,15.88,1.45,19.06,9.46,11.51,16.9811,24.5283,26.4151,9.43396,73.5849,0.503525,0.309438,5.0,17.0,1717.0,366.0,37.0,1314.0,10.0
3568,/proj/SMACK/sv-benchmarks/c/ldv-linux-4.2-rc1/linux-4.2-rc1.tar.xz-43_2a-drivers--tty--n_r3964.ko-entry_point_true-unreach-call.cil.out.c,0.18,0.0,1.45,16.02,9.28,0.0,0.0,24.95,26.04,0.0,0.0,11.65,35.15,0.0,0.0,14.57,0.54,16.21,11.65,6.55,13.3333,20.0,46.6667,6.66667,53.3333,0.369004,0.24213099999999999,5.0,9.0,614.0,138.0,12.0,464.0,10.0
3569,/proj/SMACK/sv-benchmarks/c/ldv-linux-4.2-rc1/linux-4.2-rc1.tar.xz-32_7a-drivers--gpu--drm--mgag200--mgag200.ko-entry_point_false-unreach-call.cil.out.c,0.04,0.68,2.95,21.24,8.78,0.0,0.0,34.3,33.16,0.0,0.0,15.74,37.71,0.0,0.0,14.87,0.22,18.74,15.96,8.96,13.7931,29.3103,55.1724,18.9655,44.8276,0.359712,0.240269,17.0,17.0,2002.0,504.0,45.0,1453.0,10.0
3570,/proj/SMACK/sv-benchmarks/c/ldv-linux-4.2-rc1/linux-4.2-rc1.tar.xz-43_2a-drivers--net--wireless--rndis_wlan.ko-entry_point_true-unreach-call.cil.out.c,0.05,1.15,1.54,14.92,15.08,0.0,0.0,33.64,28.13,0.0,0.0,11.06,37.27,0.0,0.0,13.05,0.66,15.47,11.39,12.77,44.4444,44.4444,44.4444,11.1111,55.5556,0.0,0.0,5.0,22.0,1680.0,343.0,40.0,1297.0,10.0
